BuildingType,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Warehouse,47.57941,-122.3336,1926,1.0,2,20400,0.0,0.549689,0.450311,0.0,438557.0,21.5,12.17,0.6
NonResidential,Small- and Mid-Sized Office,47.57893,-122.33374,1926,1.0,1,20460,0.0,1.0,0.0,0.0,903541.875,44.20000076,6.3,0.31
NonResidential,Self-Storage Facility,47.58168,-122.33369,1925,1.0,2,25821,0.0,1.000001,0.0,0.0,209698.7031,8.100000381,1.46,0.06
NonResidential,Refrigerated Warehouse,47.58217,-122.33263,1955,1.0,2,21870,0.0,1.0,0.0,0.0,1074350.375,49.09999847,7.49,0.34
NonResidential,Warehouse,47.58069,-122.3325,1988,3.0,1,51664,0.0,0.740912,0.259088,0.0,3528086.75,68.30000305,66.77,1.29
NonResidential,Medical Office,47.53419,-122.36624,1970,1.0,1,43615,0.0,0.415608,0.584392,0.0,3133849.5,71.90000153,106.35,2.44
NonResidential,Small- and Mid-Sized Office,47.53419,-122.36624,1970,1.0,3,36879,0.0,1.0,0.0,0.0,1144267.5,67.90000153,7.98,0.22
Nonresidential COS,Other,47.53578,-122.36205,2002,1.0,2,28531,0.0,0.576195,0.423805,0.0,3494929.5,123.5,92.7,3.25
NonResidential,Warehouse,47.53846,-122.36175,1982,1.0,2,36600,0.0,0.999999,0.0,0.0,308400.4063,7.099999905,2.15,0.06
NonResidential,Mixed Use Property,47.57269,-122.37056,2004,1.0,5,35176,0.0,1.0,0.0,0.0,1011965.375,35.0,7.05,0.2
NonResidential,University,47.65231,-122.34217,1940,1.0,2,41293,0.369142,0.680342,0.319658,0.0,2839882.25,68.59999847,61.68,1.49
NonResidential,Warehouse,47.55718,-122.33288,1941,1.0,1,48890,0.0,0.515361,0.484639,0.0,2100216.5,43.0,61.6,1.26
NonResidential,Small- and Mid-Sized Office,47.55658,-122.33322,2000,1.0,3,43473,0.0,1.0,0.0,0.0,4416909.5,101.5999985,30.79,0.71
NonResidential,Retail Store,47.52254,-122.36627,1990,1.0,1,40265,0.0,0.945527,0.054473,0.0,3740373.75,91.69999695,35.48,0.88
NonResidential,Retail Store,47.52254,-122.36627,2005,1.0,1,26208,0.0,0.644401,0.355599,0.0,1608884.25,49.59999847,37.61,1.44
Nonresidential COS,Other,47.52801,-122.36918,1975,0.0,2,27227,0.0,0.379092,0.620908,0.0,8054334.0,204.8000031,286.89,10.54
NonResidential,Mixed Use Property,47.69766,-122.37346,1926,1.0,1,42172,0.0,0.144486,0.855514,0.0,3275779.25,77.30000305,152.14,3.61
NonResidential,Small- and Mid-Sized Office,47.59657,-122.33394,1910,1.0,5,32250,0.0,0.839753,0.160246,0.0,796042.375,24.70000076,11.44,0.35
NonResidential,Retail Store,47.69061,-122.35731,1953,1.0,1,51000,0.0,0.914472,0.085528,0.0,1298039.875,25.5,14.17,0.28
NonResidential,Mixed Use Property,47.58452,-122.3337,1916,1.0,1,27000,0.0,1.000003,0.0,0.0,229856.4063,8.5,1.6,0.06
NonResidential,Other,47.58787,-122.33365,1935,1.0,2,20747,0.0,0.773599,0.226401,0.0,1001964.0,48.29999924,17.45,0.84
NonResidential,Warehouse,47.58903,-122.33361,1928,1.0,2,40800,0.0,0.412951,0.587049,0.0,817255.875,20.0,27.83,0.68
NonResidential,Small- and Mid-Sized Office,47.59508,-122.33378,1920,1.0,2,20150,0.0,1.0,0.0,0.0,576174.125,28.60000038,4.02,0.2
NonResidential,Small- and Mid-Sized Office,47.59639,-122.33368,1909,1.0,7,36000,0.0,1.0,0.0,0.0,1682454.875,53.40000153,11.73,0.33
NonResidential,Warehouse,47.59081,-122.33487,1938,1.0,2,41276,0.0,0.314139,0.685861,0.0,2502081.0,60.59999847,96.62,2.34
NonResidential,Refrigerated Warehouse,47.58999,-122.33539,1937,0.0,2,24430,0.0,0.735877,0.264123,0.0,1232822.875,50.59999847,23.62,0.97
NonResidential,Small- and Mid-Sized Office,47.58686,-122.33469,1927,1.0,1,22580,0.0,0.925916,0.074084,0.0,928584.875,41.09999847,9.65,0.43
NonResidential,Warehouse,47.60192,-122.31641,1926,1.0,1,20000,0.0,0.173852,0.826148,0.0,743528.125,37.20000076,33.52,1.68
NonResidential,Warehouse,47.60224,-122.31529,1954,1.0,1,42000,0.0,0.291824,0.708176,0.0,2070005.625,49.29999924,82.07,1.95
NonResidential,Self-Storage Facility,47.61234,-122.31628,1962,1.0,1,24248,0.0,0.998038,0.001965,0.0,111969.7031,5.300000191,0.79,0.03
NonResidential,Senior Care Community,47.70178,-122.32352,2009,1.0,6,244500,0.0,0.575211,0.424789,0.0,11019641.0,45.09999847,292.8,1.2
NonResidential,Warehouse,47.55608,-122.3388,1932,1.0,1,24617,0.0,1.0,0.0,0.0,106918.0,4.699999809,0.75,0.03
NonResidential,Other,47.55768,-122.33137,2009,1.0,3,127065,0.666667,1.0,0.0,0.0,3245111.5,76.59999847,22.62,0.18
NonResidential,Retail Store,47.55772,-122.33017,1964,1.0,1,37247,0.0,0.427759,0.572241,0.0,1748644.5,46.90000153,58.36,1.57
NonResidential,Retail Store,47.69274,-122.37602,1993,1.0,1,25384,0.0,0.598278,0.401721,0.0,3027867.5,129.0,77.23,3.04
NonResidential,Small- and Mid-Sized Office,47.58462,-122.3347,1910,0.0,3,49052,0.0,1.0,0.0,0.0,1441445.625,34.0,10.05,0.2
NonResidential,Warehouse,47.58318,-122.3347,1900,1.0,2,52110,0.0,0.221832,0.778168,0.0,586589.1875,18.29999924,25.15,0.48
NonResidential,Small- and Mid-Sized Office,47.57595,-122.33624,1937,1.0,2,39036,0.0,0.594481,0.405519,0.0,1528295.75,37.09999847,39.25,1.01
NonResidential,Small- and Mid-Sized Office,47.57529,-122.33475,1923,1.0,1,26310,0.0,0.72986,0.270141,0.0,771512.6875,22.79999924,14.99,0.57
NonResidential,Retail Store,47.54723,-122.28455,1966,1.0,1,37883,0.0,0.431054,0.568946,0.0,12434593.0,232.1999969,413.1,10.9
NonResidential,K-12 School,47.53887,-122.37564,1962,1.0,3,29874,0.0,0.227808,0.772192,0.0,1274049.75,40.59999847,54.27,1.82
NonResidential,Worship Facility,47.64,-122.39743,1965,1.0,1,20140,0.0,0.123278,0.876722,0.0,992794.6875,45.09999847,47.08,2.34
NonResidential,Self-Storage Facility,47.70281,-122.35623,1990,1.0,2,71874,0.436723,0.366887,0.633113,0.0,1242811.75,17.29999924,44.97,0.63
NonResidential,Small- and Mid-Sized Office,47.60104,-122.30155,1971,1.0,2,39953,0.0,0.748096,0.251904,0.0,1508561.875,50.09999847,28.05,0.7
NonResidential,Retail Store,47.60009,-122.3017,1998,1.0,2,21200,0.0,1.0,0.0,0.0,1676426.5,79.09999847,11.69,0.55
NonResidential,Supermarket / Grocery Store,47.59881,-122.30189,1980,1.0,1,30630,0.0,1.0,0.0,0.0,6058494.0,196.0,42.24,1.38
NonResidential,Retail Store,47.59881,-122.30189,1980,1.0,2,23421,0.0,1.0,0.0,0.0,1896626.375,81.0,13.22,0.56
SPS-District K-12,K-12 School,47.6763,-122.38051,1931,1.0,3,117116,0.0,0.180285,0.819715,0.0,5722325.5,48.90000153,256.31,2.19
NonResidential,Worship Facility,47.67628,-122.38238,1928,1.0,2,24120,0.0,0.385534,0.614466,0.0,893053.1875,37.0,31.54,1.31
NonResidential,Worship Facility,47.6764,-122.38502,1929,1.0,3,35736,0.0,0.185591,0.814409,0.0,1148202.25,32.09999847,51.15,1.43
NonResidential,Warehouse,47.57298,-122.33644,1941,1.0,1,51050,0.0,0.652526,0.347475,0.0,1206165.75,24.39999962,27.75,0.54
NonResidential,Retail Store,47.57044,-122.33475,1954,1.0,2,21900,0.0,0.440977,0.559023,0.0,1302192.875,59.5,42.66,1.95
NonResidential,Distribution Center,47.57227,-122.33843,1952,1.0,1,16300,0.0,0.920164,0.079837,0.0,150167.7969,2.299999952,1.6,0.1
NonResidential,Warehouse,47.57339,-122.33735,1964,1.0,1,33462,0.0,1.0,0.0,0.0,1386445.375,41.40000153,9.67,0.29
NonResidential,Mixed Use Property,47.57506,-122.33862,1952,1.0,1,35310,0.0,0.423769,0.576232,0.0,1331469.75,45.59999847,44.68,1.27
NonResidential,Other,47.54089,-122.32323,1962,1.0,3,36140,0.0,1.0,0.0,0.0,4653535.0,134.0,32.44,0.9
NonResidential,Other,47.59886,-122.31678,1991,1.0,2,47963,0.445844,0.357494,0.642506,0.0,8163413.0,275.3999939,298.91,6.23
NonResidential,Warehouse,47.59774,-122.31936,1930,1.0,1,23903,0.0,0.401452,0.598549,0.0,415364.5938,18.20000076,14.37,0.6
NonResidential,Self-Storage Facility,47.67923,-122.31715,1947,1.0,3,22522,0.0,0.243304,0.756696,0.0,561473.875,24.89999962,23.52,1.04
NonResidential,Self-Storage Facility,47.67905,-122.31697,1996,1.0,4,38959,0.0,0.580638,0.419362,0.0,905750.375,23.20000076,23.84,0.61
NonResidential,Warehouse,47.5867,-122.30519,1928,1.0,2,25955,0.0,1.0,0.0,0.0,1218112.0,46.90000153,8.49,0.33
Campus,K-12 School,47.60776,-122.32481,1923,1.0,4,46100,0.0,0.504134,0.244015,0.25185,2177064.75,47.20000076,78.19,1.7
NonResidential,Worship Facility,47.70901,-122.35498,1951,1.0,2,21936,0.0,0.126504,0.873497,0.0,608755.375,27.79999924,28.78,1.31
NonResidential,Other,47.7162,-122.2956,1960,1.0,1,25406,0.0,0.778741,0.221259,0.0,2442220.0,96.09999847,41.96,1.65
NonResidential,Small- and Mid-Sized Office,47.56029,-122.2858,1967,1.0,2,23250,0.0,1.0,0.0,0.0,904236.0,41.09999847,6.3,0.27
NonResidential,Warehouse,47.55966,-122.33146,1960,1.0,1,30000,0.0,0.214951,0.785049,0.0,2794837.0,93.19999695,120.72,4.02
Nonresidential COS,Warehouse,47.56522,-122.32205,1962,1.0,1,45036,0.0,0.551957,0.448043,0.0,1791697.75,42.70000076,49.53,1.1
NonResidential,Mixed Use Property,47.61376,-122.33445,2009,1.0,39,1074552,0.104345,0.78223,0.21777,0.0,26416770.0,43.0,449.59,0.42
NonResidential,University,47.65019,-122.36173,1959,1.0,2,122679,0.0,0.37265,0.62735,0.0,16378152.0,159.0,588.25,4.8
Campus,University,47.65019,-122.36173,1945,14.0,2,537000,0.0,0.249632,0.750368,0.0,90609640.0,169.6999969,3768.66,7.02
NonResidential,Small- and Mid-Sized Office,47.70868,-122.30089,1980,1.0,4,23022,0.0,0.842307,0.157693,0.0,1027230.875,44.59999847,14.64,0.64
NonResidential,Refrigerated Warehouse,47.56173,-122.32885,1967,1.0,1,27263,0.0,1.0,0.0,0.0,2470642.0,90.80000305,17.22,0.63
NonResidential,Warehouse,47.56318,-122.32889,1962,1.0,1,31569,0.0,0.262722,0.737277,0.0,3064039.5,92.80000305,125.59,3.98
NonResidential,Warehouse,47.56362,-122.32876,1956,1.0,1,22509,0.0,1.000001,0.0,0.0,177812.7969,7.900000095,1.24,0.06
NonResidential,Warehouse,47.56424,-122.32902,1956,1.0,1,39984,0.0,0.407491,0.592508,0.0,1073156.375,26.79999924,36.82,0.92
NonResidential,Worship Facility,47.62322037,-122.320017,1906,1.0,1,26440,0.0,0.310284,0.689716,0.0,719905.1875,27.20000076,27.93,1.06
NonResidential,Self-Storage Facility,47.59291,-122.31042,1956,1.0,2,28800,0.0,0.593322,0.406677,0.0,1143826.625,39.70000076,29.44,1.02
NonResidential,K-12 School,47.61791,-122.28594,2009,4.0,2,28500,0.0,0.617178,0.382822,0.0,1162561.125,37.40000153,28.64,1.0
NonResidential,Restaurant,47.62902,-122.33173,1978,1.0,2,26519,0.0,0.583942,0.416058,0.0,3717064.0,140.1999969,97.27,3.67
NonResidential,Mixed Use Property,47.62774,-122.33384,1988,1.0,2,34639,0.444643,0.429073,0.570927,0.0,15480681.0,359.7000122,515.71,14.89
NonResidential,Other,47.62643,-122.33946,1921,1.0,2,26300,0.0,0.434707,0.565293,0.0,3537841.5,134.5,116.94,4.45
NonResidential,Restaurant,47.63734,-122.33988,1962,0.0,2,34072,0.0,0.404586,0.595414,0.0,6584966.5,193.3000031,226.81,6.66
NonResidential,Small- and Mid-Sized Office,47.63614,-122.33982,1949,1.0,3,23355,0.0,1.0,0.0,0.0,840549.375,38.40000153,5.86,0.25
NonResidential,Small- and Mid-Sized Office,47.63575,-122.33895,1965,1.0,4,30840,0.0,0.531879,0.46812,0.0,3542708.5,116.4000015,101.21,3.28
NonResidential,Other,47.67642,-122.3035,1946,1.0,1,20332,0.0,0.544782,0.455219,0.0,392683.6875,19.29999924,10.99,0.54
NonResidential,Worship Facility,47.61118,-122.288,1900,1.0,1,21850,0.0,0.258205,0.741794,0.0,317794.4063,14.5,13.09,0.6
NonResidential,Mixed Use Property,47.66827,-122.29978,1997,1.0,4,32282,0.216374,0.611948,0.388052,0.0,1391714.25,55.0,34.62,1.07
NonResidential,Large Office,47.60449,-122.33803,1983,1.0,13,307557,0.270077,1.0,0.0,0.0,9512829.0,40.79999924,66.32,0.22
NonResidential,Self-Storage Facility,47.64633,-122.3508,1918,1.0,2,28309,0.0,0.554209,0.445791,0.0,430308.9063,15.19999981,11.85,0.42
NonResidential,Hotel,47.60154,-122.3352,1914,1.0,4,45500,0.0,0.382038,0.281791,0.33617,2799595.0,61.5,122.0,2.68
NonResidential,Small- and Mid-Sized Office,47.60106,-122.33458,1900,1.0,5,38376,0.0,1.0,0.0,0.0,2058532.875,65.0,14.35,0.37
NonResidential,Small- and Mid-Sized Office,47.60149,-122.33458,1900,1.0,4,42804,0.0,0.498165,0.501835,0.0,1544501.75,50.29999924,46.53,1.09
NonResidential,Mixed Use Property,47.6005,-122.33514,2005,0.0,5,57600,0.0,0.45791,0.54209,0.0,6983736.0,138.0,223.36,3.88
NonResidential,Small- and Mid-Sized Office,47.60023,-122.33459,1900,1.0,4,33300,0.0,0.835344,0.164656,0.0,1287497.375,38.70000076,18.76,0.56
NonResidential,Other,47.59976,-122.33514,1900,1.0,3,22200,0.0,0.341481,0.658521,0.0,188745.7031,8.5,7.05,0.32
NonResidential,Warehouse,47.64306,-122.34219,1968,1.0,2,29498,0.0,0.863298,0.136702,0.0,3768900.5,130.3999939,50.05,1.7
NonResidential,Warehouse,47.64793,-122.34358,1938,1.0,1,23050,0.0,1.000001,0.0,0.0,466672.6875,20.20000076,3.25,0.14
NonResidential,Small- and Mid-Sized Office,47.64747,-122.34086,2008,1.0,4,48350,0.0,1.0,0.0,0.0,3168131.0,72.19999695,22.09,0.46
NonResidential,Retail Store,47.66097,-122.3192,1930,1.0,1,46059,0.0,0.868208,0.131792,0.0,1582655.875,34.40000153,20.66,0.45
NonResidential,Medical Office,47.67437,-122.3181,1970,1.0,2,23595,0.0,0.977969,0.022032,0.0,817409.625,34.59999847,6.53,0.28
NonResidential,Small- and Mid-Sized Office,47.59938,-122.33328,1900,1.0,3,28142,0.0,0.488847,0.109056,0.402097,847097.8125,30.10000038,34.08,1.21
NonResidential,Small- and Mid-Sized Office,47.59954,-122.33327,1900,1.0,3,28760,0.0,0.218733,0.589846,0.191421,2615973.5,107.5,124.59,4.33
NonResidential,Small- and Mid-Sized Office,47.59979,-122.33318,1902,1.0,4,39030,0.0,0.735066,0.264935,0.0,713326.875,18.39999962,13.69,0.35
NonResidential,Small- and Mid-Sized Office,47.60071,-122.33377,1909,0.0,3,47215,0.0,0.763405,0.47394,0.0,2092696.0,45.5,63.81,1.35
Nonresidential COS,Other,47.61492,-122.31728,1926,1.0,2,61580,0.438454,0.792259,0.207741,0.0,4199443.0,115.8000031,69.53,1.13
NonResidential,Small- and Mid-Sized Office,47.61459,-122.31724,1917,1.0,3,30720,0.0,0.72174,0.27826,0.0,1288669.5,41.90000153,25.53,0.83
NonResidential,Mixed Use Property,47.61428,-122.31726,1916,1.0,2,20640,0.0,0.999999,0.0,0.0,412562.4063,19.29999924,2.88,0.14
NonResidential,Mixed Use Property,47.61421,-122.3193,1912,1.0,2,34914,0.0,1.0,0.0,0.0,1333289.625,42.40000153,9.29,0.27
NonResidential,Small- and Mid-Sized Office,47.61508,-122.31845,1906,1.0,3,20897,0.0,0.751606,0.248394,0.0,964923.8125,56.59999847,17.79,0.85
NonResidential,Retail Store,47.61478,-122.31847,1916,1.0,2,36940,0.0,0.999999,0.0,0.0,336745.4063,9.100000381,2.35,0.06
NonResidential,Small- and Mid-Sized Office,47.61435,-122.31859,1913,1.0,3,22866,0.0,0.760997,0.239003,0.0,1153690.125,50.5,20.76,0.91
NonResidential,Retail Store,47.61466,-122.31984,1920,1.0,1,30240,0.0,0.839269,0.160731,0.0,1264626.875,38.40000153,18.19,0.6
NonResidential,Other,47.65729,-122.31937,1962,1.0,2,28586,0.0,1.0,0.0,0.0,5078204.0,187.8999939,35.4,1.24
NonResidential,Hotel,47.59766,-122.32394,1908,1.0,3,28800,0.0,0.262318,0.737682,0.0,4644346.0,161.3000031,190.45,6.61
NonResidential,Restaurant,47.59697,-122.32474,1913,1.0,3,28800,0.0,0.447712,0.552288,0.0,899924.1875,31.20000076,29.21,1.01
NonResidential,Small- and Mid-Sized Office,47.59644,-122.32415,1979,1.0,3,35202,0.0,1.0,0.0,0.0,3605755.5,108.0999985,25.14,0.71
NonResidential,Senior Care Community,47.61318,-122.32747,1969,1.0,6,95117,0.27421,0.598017,0.401983,0.0,7202141.5,104.3000031,183.79,1.93
NonResidential,Worship Facility,47.61426,-122.32661,1910,1.0,2,24600,0.0,0.780259,0.219743,0.0,331059.5,13.5,5.66,0.23
NonResidential,Worship Facility,47.60514,-122.32613,1900,1.0,1,48850,0.0,0.225602,0.007411,0.766987,1063480.5,28.89999962,65.05,1.33
NonResidential,Hospital,47.58767,-122.38672,1961,0.0,3,54863,0.0,1.0,0.0,0.0,2037720.625,18.60000038,14.21,0.26
NonResidential,Warehouse,47.55317,-122.33289,1964,1.0,1,25000,0.0,0.43317,0.56683,0.0,1989103.875,79.59999847,65.89,2.64
NonResidential,Warehouse,47.55544,-122.33294,1960,1.0,1,25000,0.0,0.500804,0.499195,0.0,287132.5,11.5,8.61,0.34
NonResidential,Other,47.55523,-122.33448,1927,1.0,1,22622,0.0,0.4075,0.5925,0.0,774075.6875,33.70000076,26.56,1.17
NonResidential,Small- and Mid-Sized Office,47.61543,-122.32657,1917,1.0,3,27544,0.0,0.785248,0.214752,0.0,1031667.5,46.09999847,17.41,0.63
NonResidential,Small- and Mid-Sized Office,47.61161,-122.34592,1989,1.0,7,47415,0.0,1.0,0.0,0.0,1478979.25,43.40000153,10.31,0.22
NonResidential,Other,47.63644,-122.34218,1961,1.0,3,22960,0.0,0.239229,0.760771,0.0,2266983.0,98.69999695,95.38,4.15
NonResidential,Supermarket / Grocery Store,47.62048,-122.31386,1998,1.0,1,44739,0.0,0.567011,0.432989,0.0,14585813.0,326.0,393.07,8.79
NonResidential,Mixed Use Property,47.66816,-122.27706,1948,1.0,1,22778,0.0,0.090813,0.909187,0.0,2470566.0,56.5,120.86,5.31
NonResidential,Worship Facility,47.68517,-122.38733,1956,1.0,2,21562,0.0,0.218953,0.781047,0.0,866806.0,40.40000153,37.28,1.73
NonResidential,Other,47.62322,-122.29006,1959,1.0,1,25753,0.0,0.168012,0.831987,0.0,1378130.25,53.5,62.51,2.43
NonResidential,Other,47.62816,-122.28067,1928,1.0,3,71280,0.0,0.330663,0.669337,0.0,22767828.0,319.3999939,861.85,12.09
NonResidential,Senior Care Community,47.63429,-122.27652,1963,1.0,16,153312,0.0,0.318336,0.681664,0.0,20628680.0,93.0,792.6,5.17
NonResidential,Mixed Use Property,47.61811,-122.33908,2009,1.0,19,1206670,0.167284,0.843195,0.156805,0.0,27684480.0,54.59999847,393.29,0.33
NonResidential,Worship Facility,47.53857,-122.28026,1968,1.0,1,24200,0.0,0.564236,0.435764,0.0,826488.6875,34.20000076,22.38,0.92
NonResidential,Residence Hall,47.63651,-122.34418,1981,1.0,4,23513,0.094033,0.531119,0.468881,0.0,1740568.25,81.69999695,49.79,2.12
NonResidential,Self-Storage Facility,47.56785,-122.37039,1994,1.0,3,66610,0.0,0.514406,0.485594,0.0,640377.0,9.600000381,18.81,0.28
NonResidential,Other,47.56774,-122.33289,1950,1.0,1,36000,0.0,0.801644,0.198356,0.0,3646053.75,103.0,58.79,1.63
NonResidential,K-12 School,47.71387,-122.3535,1938,1.0,2,23222,0.0,0.172776,0.827224,0.0,1219863.125,81.30000305,55.06,2.37
NonResidential,Mixed Use Property,47.61426,-122.3253,1924,1.0,2,24476,0.0,0.404613,0.595387,0.0,2662054.25,111.4000015,91.69,3.75
NonResidential,Retail Store,47.61386,-122.32481,1910,0.0,2,24750,0.0,0.373388,0.626612,0.0,782343.8125,34.70000076,28.07,1.13
NonResidential,K-12 School,47.61339,-122.32594,1904,1.0,3,60000,0.0,0.423956,0.576044,0.0,3625407.5,74.30000305,121.63,2.03
NonResidential,Other,47.61449,-122.32592,1954,1.0,2,46560,0.0,0.607788,0.392212,0.0,690557.6875,14.80000019,17.31,0.37
NonResidential,Other,47.63303,-122.34268,1980,1.0,3,30408,0.0,1.0,0.0,0.0,1440554.25,57.59999847,10.04,0.33
NonResidential,Small- and Mid-Sized Office,47.63439,-122.34078,1920,1.0,3,30109,0.0,0.647863,0.352137,0.0,1465795.75,51.59999847,34.03,1.13
NonResidential,Small- and Mid-Sized Office,47.63985,-122.36712,1960,1.0,2,25481,0.0,0.239113,0.760886,0.0,917100.3125,36.0,38.59,1.51
NonResidential,Senior Care Community,47.53515,-122.26556,1967,1.0,1,141297,0.0,0.349985,0.650015,0.0,19423344.0,137.5,717.93,5.08
NonResidential,Small- and Mid-Sized Office,47.62298,-122.33082,1912,1.0,2,27788,0.0,0.783073,0.216926,0.0,2119806.25,56.59999847,35.99,1.3
NonResidential,Hotel,47.729,-122.34473,1990,1.0,4,41704,0.205832,0.498581,0.501418,0.0,1943899.25,46.59999847,58.52,1.4
NonResidential,Warehouse,47.56683,-122.33358,1941,1.0,2,22324,0.0,0.329279,0.670721,0.0,588856.125,28.0,22.33,1.0
NonResidential,Other,47.5661,-122.33358,1946,1.0,2,31360,0.0,0.652941,0.347059,0.0,1725108.25,53.90000153,39.65,1.26
NonResidential,Mixed Use Property,47.56555,-122.33362,1947,1.0,1,30496,0.0,0.650477,0.349522,0.0,1992158.25,61.09999847,46.01,1.51
NonResidential,Small- and Mid-Sized Office,47.61545,-122.3238,1922,1.0,3,27600,0.0,0.897018,0.102982,0.0,1072151.375,48.0,12.57,0.46
NonResidential,Senior Care Community,47.66312,-122.35311,1961,1.0,2,55974,0.0,0.433208,0.566792,0.0,6135173.0,109.5999985,203.21,3.63
NonResidential,Senior Care Community,47.70883,-122.28887,1954,1.0,1,22583,0.0,0.375351,0.624649,0.0,1981360.0,87.69999695,70.92,3.14
NonResidential,Small- and Mid-Sized Office,47.66117,-122.3391,1997,0.0,3,31686,0.232216,1.0,0.0,0.0,2305643.5,72.80000305,16.07,0.51
NonResidential,Small- and Mid-Sized Office,47.6483,-122.33438,1981,1.0,3,26694,0.226043,1.0,0.0,0.0,720170.6875,28.89999962,5.02,0.19
NonResidential,Warehouse,47.70833,-122.34429,1972,1.0,1,29400,0.0,0.999998,0.0,0.0,227509.5,9.100000381,1.59,0.05
NonResidential,Hotel,47.54774,-122.32091,1992,1.0,3,22452,0.0,0.421481,0.578519,0.0,1244150.0,55.40000153,41.88,1.87
NonResidential,Other,47.66148,-122.31279,1912,1.0,2,25767,0.0,1.0,0.0,0.0,1581352.75,90.69999695,11.02,0.43
NonResidential,Retail Store,47.66188,-122.31279,1953,1.0,4,33910,0.0,0.696785,0.303215,0.0,1822834.25,62.79999924,38.21,1.13
NonResidential,Worship Facility,47.6645,-122.31224,1927,1.0,2,78401,0.0,0.38173,0.61827,0.0,2462408.25,31.39999962,87.41,1.11
NonResidential,Warehouse,47.64748,-122.33435,1979,1.0,2,78716,0.0,0.896926,0.103074,0.0,4103800.75,52.09999847,48.13,0.61
NonResidential,K-12 School,47.66389,-122.33692,1910,1.0,2,33300,0.0,0.210635,0.789365,0.0,1594733.625,51.90000153,69.2,2.08
NonResidential,Supermarket / Grocery Store,47.66185,-122.33594,1957,1.0,1,28808,0.0,0.618845,0.381155,0.0,9232576.0,296.2000122,226.73,7.87
NonResidential,Small- and Mid-Sized Office,47.66345,-122.3134,1957,1.0,1,27966,0.250447,1.0,0.0,0.0,1100499.75,52.5,7.67,0.27
NonResidential,Supermarket / Grocery Store,47.66429,-122.31389,1950,1.0,1,26226,0.0,0.704985,0.295015,0.0,7588060.5,293.7999878,156.18,5.96
NonResidential,Mixed Use Property,47.6616,-122.31393,1976,1.0,2,34948,0.450813,1.0,0.0,0.0,1159807.125,60.5,8.09,0.23
NonResidential,Small- and Mid-Sized Office,47.6342,-122.32661,1998,1.0,3,37639,0.265655,1.0,0.0,0.0,6197824.5,221.3999939,43.21,1.15
NonResidential,Other,47.60135,-122.33327,1900,1.0,1,21420,0.0,0.891234,0.108766,0.0,810636.875,41.70000076,9.72,0.45
NonResidential,Small- and Mid-Sized Office,47.6011,-122.33197,1900,1.0,1,20880,0.0,1.0,0.0,0.0,683274.0,32.70000076,4.76,0.23
NonResidential,Mixed Use Property,47.59938,-122.33197,1966,1.0,3,26000,0.0,0.771433,0.228567,0.0,1063035.875,40.90000153,18.62,0.72
NonResidential,Small- and Mid-Sized Office,47.59954,-122.33201,1900,1.0,3,38675,0.0,0.660259,0.339741,0.0,1938776.75,118.4000015,43.91,1.14
Nonresidential COS,Small- and Mid-Sized Office,47.59986,-122.33195,1929,1.0,4,49951,0.0,0.407623,0.517962,0.074415,5134446.0,91.59999847,185.33,3.71
NonResidential,Medical Office,47.5195,-122.26935,2010,1.0,2,25880,0.0,0.930006,0.069993,0.0,1941728.75,75.0,19.81,0.77
NonResidential,Worship Facility,47.66517,-122.31037,1927,1.0,3,41013,0.0,0.400538,0.599462,0.0,1080821.0,31.39999962,37.43,0.91
NonResidential,Other,47.66453,-122.30999,2004,1.0,2,21075,0.0,0.412426,0.587575,0.0,1581036.75,75.0,53.88,2.56
NonResidential,Worship Facility,47.67842,-122.31949,1950,1.0,3,46485,0.0,0.491388,0.508612,0.0,1544995.75,24.20000076,47.03,1.01
NonResidential,Small- and Mid-Sized Office,47.67819,-122.3231,1965,1.0,4,56896,0.0,0.71119,0.28881,0.0,1402048.5,34.40000153,28.46,0.5
NonResidential,Worship Facility,47.67783,-122.32577,1978,1.0,2,27500,0.0,0.595486,0.404513,0.0,577123.125,21.0,14.79,0.54
NonResidential,Small- and Mid-Sized Office,47.59856,-122.33248,1930,1.0,2,36630,0.0,0.999999,0.0,0.0,541943.3125,16.39999962,3.78,0.1
NonResidential,Small- and Mid-Sized Office,47.59954,-122.33115,1900,0.0,3,26830,0.0,0.522043,0.477957,0.0,2099386.75,78.19999695,60.93,2.27
NonResidential,Small- and Mid-Sized Office,47.59971,-122.33065,1906,1.0,5,41920,0.0,1.0,0.0,0.0,1103594.75,26.29999924,7.69,0.18
NonResidential,Small- and Mid-Sized Office,47.60048,-122.33157,1905,1.0,5,36879,0.0,0.771358,0.228642,0.0,1537570.25,34.90000153,26.94,0.73
NonResidential,Other,47.60055,-122.33057,1904,1.0,6,29820,0.0,0.667806,0.332194,0.0,1601955.625,53.70000076,35.72,1.2
NonResidential,Small- and Mid-Sized Office,47.60026,-122.3299,1905,0.0,2,33640,0.0,1.0,0.0,0.0,1078535.75,39.5,7.52,0.22
NonResidential,Warehouse,47.59986,-122.32987,1906,1.0,4,43484,0.0,1.0,0.0,0.0,1567040.75,36.0,10.92,0.25
