BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,surface_inverse
NonResidential,Other,GREATER DUWAMISH,1946,1.0,2,31360,0.0,0.652941,0.347059,0.0,1725108.25,53.90000153,39.65,1.26,3.188775510204082e-05
NonResidential,Mixed Use Property,GREATER DUWAMISH,1947,1.0,1,30496,0.0,0.650477,0.349522,0.0,1992158.25,61.09999847,46.01,1.51,3.279118572927597e-05
NonResidential,Small- and Mid-Sized Office,EAST,1922,1.0,3,27600,0.0,0.897018,0.102982,0.0,1072151.375,48.0,12.57,0.46,3.6231884057971014e-05
NonResidential,Senior Care Community,Northwest,1961,1.0,2,55974,0.0,0.433208,0.566792,0.0,6135173.0,109.5999985,203.21,3.63,1.7865437524564978e-05
NonResidential,Senior Care Community,NORTH,1954,1.0,1,22583,0.0,0.375351,0.624649,0.0,1981360.0,87.69999695,70.92,3.14,4.428109639994686e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1997,0.0,3,31686,0.232216,1.0,0.0,0.0,2305643.5,72.80000305,16.07,0.51,3.155967935365777e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1981,1.0,3,26694,0.226043,1.0,0.0,0.0,720170.6875,28.89999962,5.02,0.19,3.746160185809545e-05
NonResidential,Warehouse,NORTHWEST,1972,1.0,1,29400,0.0,0.999998,0.0,0.0,227509.5,9.100000381,1.59,0.05,3.401360544217687e-05
NonResidential,Hotel,GREATER DUWAMISH,1992,1.0,3,22452,0.0,0.421481,0.578519,0.0,1244150.0,55.40000153,41.88,1.87,4.4539461963299484e-05
NonResidential,Other,NORTHEAST,1912,1.0,2,25767,0.0,1.0,0.0,0.0,1581352.75,90.69999695,11.02,0.43,3.880932976287499e-05
NonResidential,Retail Store,NORTHEAST,1953,1.0,4,33910,0.0,0.696785,0.303215,0.0,1822834.25,62.79999924,38.21,1.13,2.948982601002654e-05
NonResidential,Worship Facility,NORTHEAST,1927,1.0,2,78401,0.0,0.38173,0.61827,0.0,2462408.25,31.39999962,87.41,1.11,1.275493935026339e-05
NonResidential,Warehouse,LAKE UNION,1979,1.0,2,78716,0.0,0.896926,0.103074,0.0,4103800.75,52.09999847,48.13,0.61,1.270389755577011e-05
NonResidential,K-12 School,LAKE UNION,1910,1.0,2,33300,0.0,0.210635,0.789365,0.0,1594733.625,51.90000153,69.2,2.08,3.003003003003003e-05
NonResidential,Supermarket / Grocery Store,LAKE UNION,1957,1.0,1,28808,0.0,0.618845,0.381155,0.0,9232576.0,296.2000122,226.73,7.87,3.471257983893363e-05
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1957,1.0,1,27966,0.250447,1.0,0.0,0.0,1100499.75,52.5,7.67,0.27,3.57577057855968e-05
NonResidential,Supermarket / Grocery Store,NORTHEAST,1950,1.0,1,26226,0.0,0.704985,0.295015,0.0,7588060.5,293.7999878,156.18,5.96,3.813009990086174e-05
NonResidential,Mixed Use Property,NORTHEAST,1976,1.0,2,34948,0.450813,1.0,0.0,0.0,1159807.125,60.5,8.09,0.23,2.8613940711914844e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1998,1.0,3,37639,0.265655,1.0,0.0,0.0,6197824.5,221.3999939,43.21,1.15,2.6568187252583756e-05
NonResidential,Other,DOWNTOWN,1900,1.0,1,21420,0.0,0.891234,0.108766,0.0,810636.875,41.70000076,9.72,0.45,4.668534080298786e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,1,20880,0.0,1.0,0.0,0.0,683274.0,32.70000076,4.76,0.23,4.789272030651341e-05
NonResidential,Mixed Use Property,DOWNTOWN,1966,1.0,3,26000,0.0,0.771433,0.228567,0.0,1063035.875,40.90000153,18.62,0.72,3.846153846153846e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,3,38675,0.0,0.660259,0.339741,0.0,1938776.75,118.4000015,43.91,1.14,2.585649644473174e-05
Nonresidential COS,Small- and Mid-Sized Office,DOWNTOWN,1929,1.0,4,49951,0.0,0.407623,0.517962,0.074415,5134446.0,91.59999847,185.33,3.71,2.0019619226842307e-05
NonResidential,Medical Office,SOUTHEAST,2010,1.0,2,25880,0.0,0.930006,0.069993,0.0,1941728.75,75.0,19.81,0.77,3.8639876352395674e-05
NonResidential,Worship Facility,NORTHEAST,1927,1.0,3,41013,0.0,0.400538,0.599462,0.0,1080821.0,31.39999962,37.43,0.91,2.4382512861775534e-05
NonResidential,Other,NORTHEAST,2004,1.0,2,21075,0.0,0.412426,0.587575,0.0,1581036.75,75.0,53.88,2.56,4.744958481613286e-05
NonResidential,Worship Facility,NORTHEAST,1950,1.0,3,46485,0.0,0.491388,0.508612,0.0,1544995.75,24.20000076,47.03,1.01,2.1512315800795955e-05
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1965,1.0,4,56896,0.0,0.71119,0.28881,0.0,1402048.5,34.40000153,28.46,0.5,1.7575928008998877e-05
NonResidential,Worship Facility,NORTHWEST,1978,1.0,2,27500,0.0,0.595486,0.404513,0.0,577123.125,21.0,14.79,0.54,3.6363636363636364e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1930,1.0,2,36630,0.0,0.999999,0.0,0.0,541943.3125,16.39999962,3.78,0.1,2.73000273000273e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,0.0,3,26830,0.0,0.522043,0.477957,0.0,2099386.75,78.19999695,60.93,2.27,3.727171077152441e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,5,41920,0.0,1.0,0.0,0.0,1103594.75,26.29999924,7.69,0.18,2.385496183206107e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1905,1.0,5,36879,0.0,0.771358,0.228642,0.0,1537570.25,34.90000153,26.94,0.73,2.711570270343556e-05
NonResidential,Other,DOWNTOWN,1904,1.0,6,29820,0.0,0.667806,0.332194,0.0,1601955.625,53.70000076,35.72,1.2,3.35345405767941e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1905,0.0,2,33640,0.0,1.0,0.0,0.0,1078535.75,39.5,7.52,0.22,2.972651605231867e-05
NonResidential,Warehouse,DOWNTOWN,1906,1.0,4,43484,0.0,1.0,0.0,0.0,1567040.75,36.0,10.92,0.25,2.299696440069911e-05
NonResidential,Mixed Use Property,DOWNTOWN,1900,1.0,3,22480,0.0,1.0,0.0,0.0,981009.125,34.09999847,6.84,0.3,4.448398576512456e-05
NonResidential,Hotel,DOWNTOWN,1925,1.0,4,33018,0.0,0.376226,0.623774,0.0,4857581.5,165.5,173.67,5.26,3.0286510388273062e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1970,1.0,2,26510,0.0,0.905513,0.094487,0.0,987063.6875,32.0,11.18,0.42,3.772161448509996e-05
NonResidential,Warehouse,LAKE UNION,1938,1.0,1,40028,0.0,0.995526,0.004474,0.0,942415.1875,19.0,6.76,0.17,2.4982512241431e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2007,1.0,3,44510,0.409526,1.0,0.0,0.0,2188051.25,83.30000305,15.25,0.34,2.246686137946529e-05
NonResidential,Worship Facility,NORTH,1954,1.0,1,21624,0.0,0.469661,0.53034,0.0,666687.5,30.79999924,20.96,0.97,4.624491305956345e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1993,0.0,3,21600,0.0,0.694554,0.305446,0.0,1539176.625,71.30000305,32.42,1.5,4.6296296296296294e-05
NonResidential,Mixed Use Property,DOWNTOWN,1909,1.0,3,20620,0.0,0.548606,0.451395,0.0,747456.875,36.20000076,20.78,1.01,4.8496605237633365e-05
NonResidential,Hotel,DOWNTOWN,1910,1.0,5,40552,0.0,0.189501,0.8105,0.0,1200180.875,29.60000038,53.25,1.31,2.4659696192542908e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,3,31432,0.0,1.0,0.0,0.0,1439572.375,45.79999924,10.04,0.32,3.181471112242301e-05
NonResidential,Retail Store,DOWNTOWN,1917,1.0,2,24550,0.0,0.092303,0.117469,0.0,977230.3125,39.79999924,6.73,0.27,4.0733197556008144e-05
NonResidential,Other,CENTRAL,1908,1.0,3,25864,0.0,0.421636,0.578363,0.0,1028277.313,47.20000076,34.61,1.34,3.8663779771110426e-05
NonResidential,Other,NORTHEAST,1924,1.0,3,20686,0.0,0.384486,0.615514,0.0,1207504.0,58.40000153,42.71,2.06,4.8341873731025813e-05
NonResidential,Residence Hall,NORTHEAST,1929,1.0,3,22124,0.0,1.0,0.0,0.0,637685.0,28.79999924,4.45,0.2,4.51997830410414e-05
NonResidential,Residence Hall,NORTHEAST,1926,1.0,3,27487,0.0,0.254653,0.745347,0.0,1594504.875,58.0,65.95,2.4,3.638083457634518e-05
NonResidential,Residence Hall,NORTHEAST,1926,1.0,4,23616,0.0,0.449117,0.550883,0.0,1656420.25,70.09999847,53.65,2.27,4.234417344173442e-05
NonResidential,Residence Hall,NORTHEAST,1976,1.0,3,33448,0.0,0.999999,0.0,0.0,998633.5,29.89999962,6.96,0.21,2.9897153790959102e-05
Nonresidential COS,Mixed Use Property,EAST,2005,0.0,2,29508,0.24129,0.357113,0.642887,0.0,2217620.0,99.19999695,81.24,2.75,3.3889114816320995e-05
NonResidential,Senior Care Community,CENTRAL,1987,1.0,2,74840,0.0,0.497193,0.502807,0.0,8268496.5,110.5,249.46,3.33,1.3361838588989846e-05
Nonresidential COS,Other,CENTRAL,1913,1.0,3,20992,0.0,0.233248,0.766752,0.0,2473302.0,80.09999847,104.74,4.99,4.763719512195122e-05
NonResidential,K-12 School,CENTRAL,1925,1.0,2,22344,0.0,0.364894,0.635106,0.0,1522596.75,68.09999847,55.23,2.47,4.475474400286431e-05
NonResidential,University,EAST,1921,1.0,3,31900,0.0,0.30563,0.69437,0.0,2466100.0,94.80000305,96.2,3.02,3.134796238244514e-05
Nonresidential COS,Other,BALLARD,1950,1.0,2,29417,0.0,0.403891,0.596109,0.0,1631479.125,54.90000153,56.25,1.91,3.3993949077064285e-05
NonResidential,Mixed Use Property,DOWNTOWN,1909,1.0,3,49299,0.0,0.279881,0.0,0.0,4729846.5,89.19999695,9.23,0.19,2.0284387107243556e-05
NonResidential,Supermarket / Grocery Store,SOUTHWEST,1997,1.0,1,31841,0.0,0.484402,0.515598,0.0,13140574.0,412.7000122,404.21,12.69,3.140604880499984e-05
NonResidential,Mixed Use Property,EAST,1988,1.0,2,21036,0.0,0.530344,0.469656,0.0,2735811.5,130.1000061,78.36,3.73,4.753755466818787e-05
NonResidential,Mixed Use Property,NORTHEAST,1999,1.0,2,32928,0.0,1.0,0.0,0.0,5652231.0,172.1000061,39.4,1.2,3.0369290573372204e-05
NonResidential,Warehouse,GREATER DUWAMISH,1960,1.0,1,44476,0.0,0.680572,0.319428,0.0,1368120.5,33.20000076,29.7,0.67,2.2484036334202716e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1969,1.0,1,35017,0.0,0.698295,0.301705,0.0,1295485.25,43.20000076,27.06,0.77,2.8557557757660565e-05
NonResidential,Residence Hall,NORTHEAST,1950,1.0,3,29084,0.0,0.34344,0.65656,0.0,1632498.625,62.79999924,60.83,2.09,3.4383166001925455e-05
NonResidential,Worship Facility,SOUTHEAST,1963,1.0,2,22952,0.0,0.263197,0.736804,0.0,470666.6875,20.5,19.28,0.84,4.35691878703381e-05
NonResidential,Warehouse,GREATER DUWAMISH,1976,1.0,1,21040,0.0,0.450634,0.549366,0.0,592088.125,28.10000038,19.14,0.91,4.752851711026616e-05
NonResidential,Warehouse,GREATER DUWAMISH,1951,1.0,2,28032,0.0,0.386458,0.613542,0.0,1321065.0,44.0,46.61,1.66,3.567351598173516e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1974,1.0,1,25620,0.0,0.345158,0.654841,0.0,550324.1875,21.5,20.46,0.8,3.9032006245121e-05
NonResidential,Warehouse,DOWNTOWN,1992,1.0,3,33238,0.0,1.0,0.0,0.0,1632472.0,49.09999847,11.38,0.34,3.0086046091822612e-05
NonResidential,K-12 School,EAST,1912,1.0,4,27800,0.0,0.447306,0.552694,0.0,1181428.75,106.5,38.36,1.38,3.597122302158273e-05
NonResidential,Large Office,DOWNTOWN,2000,1.0,6,706176,0.0,1.0,0.0,0.0,13270687.0,58.20000076,92.52,0.13,1.4160775783940548e-06
NonResidential,Supermarket / Grocery Store,SOUTHWEST,1998,1.0,1,33706,0.0,0.63636,0.36364,0.0,8687690.0,273.7000122,206.33,6.12,2.966830831305999e-05
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1961,1.0,2,37600,0.0,0.217451,0.782549,0.0,2171751.5,57.79999924,93.55,2.49,2.6595744680851064e-05
SPS-District K-12,K-12 School,NORTHWEST,1954,1.0,1,42128,0.0,0.522748,0.477252,0.0,1709307.5,40.59999847,49.55,1.18,2.3737181921762248e-05
NonResidential,Other,EAST,1912,1.0,3,33708,0.0,0.721186,0.067084,0.21173,786324.0,23.29999924,19.61,0.58,2.9666548000474666e-05
NonResidential,Other,North,1948,1.0,2,47237,0.0,1.0,0.0,0.0,5981430.0,125.5,41.7,0.88,2.116984567182505e-05
NonResidential,Supermarket / Grocery Store,NORTHEAST,1997,1.0,1,76585,0.503819,0.583344,0.416656,0.0,13906080.0,335.5,364.27,4.76,1.3057387216817914e-05
NonResidential,Worship Facility,NORTHEAST,1938,1.0,3,26373,0.0,0.292955,0.707045,0.0,964236.0,36.59999847,38.18,1.45,3.791756720888788e-05
NonResidential,Small- and Mid-Sized Office,CENTRAL,1956,6.0,2,75868,0.0,1.0,0.0,0.0,3605749.75,47.5,25.14,0.33,1.3180787683871988e-05
NonResidential,Mixed Use Property,EAST,1947,1.0,2,21656,0.0,0.451648,0.548352,0.0,1607972.25,74.30000305,51.89,2.4,4.6176579239009974e-05
Nonresidential COS,Distribution Center,MAGNOLIA / QUEEN ANNE,1921,1.0,3,23040,0.0,1.0,0.0,0.0,421430.0,18.29999924,2.94,0.13,4.340277777777778e-05
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1956,1.0,2,36771,0.0,1.0,0.0,0.0,5447076.5,156.3000031,37.97,1.03,2.719534415708031e-05
NonResidential,Warehouse,GREATER DUWAMISH,1977,1.0,1,24024,0.0,0.999998,0.0,0.0,375773.5938,15.60000038,2.62,0.11,4.1625041625041625e-05
NonResidential,Warehouse,GREATER DUWAMISH,1953,1.0,1,42420,0.0,0.491307,0.508693,0.0,965425.1875,22.79999924,29.39,0.69,2.3573785950023575e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1979,1.0,1,36982,0.0,0.753439,0.246562,0.0,374753.8125,10.10000038,6.88,0.19,2.7040181710021093e-05
NonResidential,Warehouse,GREATER DUWAMISH,1964,1.0,2,23400,0.0,1.0,0.0,0.0,439266.9063,18.79999924,3.06,0.13,4.2735042735042735e-05
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1948,1.0,2,30720,0.0,0.28641,0.71359,0.0,1683064.25,57.79999924,67.15,2.19,3.255208333333333e-05
NonResidential,Warehouse,GREATER DUWAMISH,1972,1.0,1,23232,0.0,1.0,0.0,0.0,127374.0,5.5,0.89,0.04,4.304407713498623e-05
NonResidential,Warehouse,GREATER DUWAMISH,1974,1.0,1,35046,0.0,0.791299,0.208701,0.0,1063269.125,32.70000076,17.65,0.5,2.8533926839011585e-05
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1961,1.0,1,25577,0.0,0.807858,0.192141,0.0,895784.6875,35.0,14.19,0.55,3.909762677405481e-05
NonResidential,Warehouse,GREATER DUWAMISH,1974,1.0,1,43380,0.0,1.0,0.0,0.0,405062.0,9.5,2.82,0.07,2.305209774089442e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1995,1.0,3,20410,0.0,0.530895,0.469105,0.0,2720238.25,133.3000031,77.84,3.81,4.8995590396864285e-05
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1983,1.0,3,24696,0.255102,0.999999,0.0,0.0,624125.625,33.90000153,4.35,0.18,4.049238743116294e-05
NonResidential,Worship Facility,NORTHWEST,2002,1.0,1,24955,0.0,0.463909,0.536091,0.0,689803.0,27.60000038,21.87,0.88,4.007212983370066e-05
NonResidential,Other,Central,1991,1.0,3,34074,0.0,0.422881,0.577119,0.0,8521989.0,250.1000061,286.33,8.4,2.9347889886717146e-05
NonResidential,Hotel,DOWNTOWN,2006,0.0,10,392552,0.056617,0.625225,0.374774,0.0,17457560.0,88.0,423.57,1.08,2.5474332063013306e-06
NonResidential,Worship Facility,North,1961,1.0,2,76475,0.0,0.324633,0.675367,0.0,1765813.625,23.10000038,67.33,0.88,1.3076168682576006e-05
NonResidential,K-12 School,North,1988,1.0,2,32961,0.0,0.283926,0.716074,0.0,1573155.0,47.70000076,62.94,1.91,3.0338885349352265e-05
Nonresidential COS,Other,NORTHWEST,2004,1.0,1,27376,0.532218,0.61734,0.38266,0.0,1082920.125,84.59999847,26.67,0.97,3.6528345996493277e-05
Campus,K-12 School,CENTRAL,1950,1.0,1,109794,0.0,0.392767,0.607233,0.0,3296526.25,30.0,115.34,1.05,9.107965826912217e-06
NonResidential,Other,Central,1911,1.0,3,25200,0.0,0.226278,0.773722,0.0,1242666.25,49.29999924,53.02,2.1,3.968253968253968e-05
NonResidential,Supermarket / Grocery Store,North,1996,1.0,1,44755,0.0,0.514151,0.485849,0.0,11521140.0,245.1999969,338.58,7.57,2.2343872193051055e-05
NonResidential,Other,EAST,1907,1.0,2,22320,0.0,0.65485,0.34515,0.0,209644.9063,9.399999619,4.8,0.22,4.4802867383512545e-05
NonResidential,Mixed Use Property,EAST,1912,1.0,3,24000,0.0,0.939834,0.060165,0.0,932083.5,38.79999924,9.09,0.38,4.1666666666666665e-05
NonResidential,Small- and Mid-Sized Office,EAST,1920,1.0,3,23422,0.0,0.123726,0.876274,0.0,2701872.0,115.4000015,128.07,5.47,4.2694902228673894e-05
NonResidential,Other,EAST,1975,5.0,2,38879,0.291366,0.966019,0.033981,0.0,3371659.75,86.69999695,28.79,0.74,2.572082615293603e-05
NonResidential,Mixed Use Property,EAST,1998,1.0,5,53034,0.275766,0.616611,0.383389,0.0,3392129.0,92.30000305,83.65,1.58,1.8855828336538824e-05
NonResidential,Warehouse,EAST,1920,1.0,2,23040,0.0,0.913855,0.086148,0.0,79711.79688,3.5,0.87,0.04,4.340277777777778e-05
NonResidential,Warehouse,EAST,1958,1.0,2,61880,0.0,1.000001,0.0,0.0,595936.5,9.600000381,4.15,0.07,1.6160310277957337e-05
NonResidential,Small- and Mid-Sized Office,EAST,1925,1.0,2,27938,0.0,0.996941,0.003058,0.0,1027394.313,37.90000153,7.31,0.26,3.579354284487079e-05
NonResidential,Other,NORTHEAST,1924,1.0,2,21600,0.0,1.0,0.0,0.0,1623657.0,38.40000153,11.32,0.52,4.6296296296296294e-05
Nonresidential COS,Other,NORTHEAST,1929,1.0,3,27908,0.0,0.475526,0.524474,0.0,2028125.625,92.69999695,63.22,2.27,3.5832019492618604e-05
Campus,K-12 School,CENTRAL,2000,1.0,2,30562,0.0,0.406508,0.593492,0.0,1622231.375,53.09999847,55.73,1.82,3.272037170342255e-05
NonResidential,Retail Store,DOWNTOWN,2000,1.0,3,54969,0.0,0.922291,0.077708,0.0,3724098.25,67.69999695,39.31,0.72,1.819207189506813e-05
NonResidential,K-12 School,CENTRAL,1951,1.0,2,36825,0.0,0.519502,0.480499,0.0,1755072.75,27.20000076,51.14,1.39,2.7155465037338763e-05
NonResidential,Small- and Mid-Sized Office,EAST,1958,1.0,3,25834,0.0,0.587227,0.412773,0.0,2076289.625,65.19999695,54.02,2.09,3.87086784857165e-05
NonResidential,Worship Facility,EAST,1929,1.0,1,37700,0.0,0.215935,0.784065,0.0,3481727.5,66.69999695,150.23,3.98,2.6525198938992044e-05
NonResidential,Mixed Use Property,Central,2004,1.0,6,97229,0.0,0.999999,0.0,0.0,1021754.688,16.39999962,7.12,0.07,1.0284997274475722e-05
NonResidential,Small- and Mid-Sized Office,NORTHWEST,1982,1.0,3,25111,0.0,0.583934,0.416066,0.0,954352.6875,43.20000076,24.97,0.99,3.982318505834097e-05
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1953,1.0,2,31805,0.0,0.24815,0.75185,0.0,1641667.0,51.59999847,68.39,2.15,3.144159723313944e-05
NonResidential,K-12 School,MAGNOLIA / QUEEN ANNE,1953,1.0,1,20811,0.0,0.399098,0.600903,0.0,1267348.5,60.90000153,43.97,2.11,4.805151122002787e-05
Nonresidential COS,Warehouse,GREATER DUWAMISH,1967,1.0,2,22058,0.0,0.426564,0.573435,0.0,1987334.75,99.69999695,66.43,3.01,4.533502584096473e-05
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1970,1.0,1,22890,0.0,0.891685,0.108314,0.0,10005787.0,215.8999939,119.76,5.23,4.3687199650502406e-05
NonResidential,Other,GREATER DUWAMISH,1907,1.0,5,36000,0.0,0.311687,0.688313,0.0,1111293.75,30.89999962,43.04,1.2,2.777777777777778e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1971,1.0,1,28320,0.0,0.803424,0.196576,0.0,4236396.5,149.6000061,67.96,2.4,3.531073446327684e-05
NonResidential,Worship Facility,NORTHEAST,1955,1.0,1,29079,0.0,0.59319,0.406811,0.0,861643.6875,29.60000038,22.18,0.76,3.4389078028818045e-05
NonResidential,Small- and Mid-Sized Office,EAST,1982,1.0,3,28848,0.333333,0.999999,0.0,0.0,726917.5,37.79999924,5.07,0.18,3.466444814198558e-05
NonResidential,Small- and Mid-Sized Office,Ballard,1988,1.0,2,20535,0.0,0.694115,0.305885,0.0,1835804.0,84.19999695,38.71,1.89,4.8697345994643294e-05
NonResidential,Laboratory,MAGNOLIA / QUEEN ANNE,1985,1.0,2,43025,0.0,0.560461,0.439539,0.0,9393108.0,218.3000031,255.97,5.95,2.324230098779779e-05
NonResidential,Warehouse,GREATER DUWAMISH,1965,1.0,1,30800,0.0,1.0,0.0,0.0,485971.0,15.80000019,3.39,0.11,3.246753246753247e-05
NonResidential,Mixed Use Property,EAST,1900,1.0,3,22168,0.0,0.550596,0.449404,0.0,1784385.25,80.5,49.44,2.23,4.511006856730422e-05
NonResidential,Warehouse,GREATER DUWAMISH,1922,1.0,1,37400,0.0,0.968131,0.031869,0.0,924192.6875,24.70000076,7.8,0.21,2.67379679144385e-05
NonResidential,Large Office,DOWNTOWN,2000,1.0,11,268130,0.0,0.996967,0.003032,0.0,15026352.0,56.0,106.86,0.4,3.7295341811807706e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2000,1.0,11,68452,0.0,1.0,0.0,0.0,3782378.25,55.29999924,26.37,0.39,1.4608776953193478e-05
NonResidential,Large Office,DOWNTOWN,2000,1.0,11,273185,0.0,1.0,0.0,0.0,14709151.0,52.20000076,102.54,0.38,3.660523088749382e-06
NonResidential,K-12 School,NORTHEAST,1924,1.0,3,97500,0.0,0.2437,0.7563,0.0,3736960.0,38.29999924,156.45,1.6,1.0256410256410256e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1982,1.0,5,54015,0.0,1.0,0.0,0.0,3020001.5,55.90000153,21.05,0.39,1.8513375914097936e-05
NonResidential,Restaurant,DOWNTOWN,1985,1.0,13,42000,0.0,0.558043,0.119647,0.32231,7798464.0,148.0,273.91,6.52,2.380952380952381e-05
NonResidential,Large Office,DOWNTOWN,1982,0.0,24,119701,0.0,1.0,0.0,0.0,8382140.5,70.0,58.44,0.49,8.354149088144628e-06
Nonresidential COS,Other,NORTH,1965,1.0,1,24697,0.0,0.662976,0.337024,0.0,1295685.75,64.69999695,29.18,1.18,4.049074786411305e-05
NonResidential,University,CENTRAL,2013,2.0,1,57468,0.0,0.601916,0.398084,0.0,3543985.5,52.29999924,89.8,1.56,1.7400988376139765e-05
NonResidential,University,EAST,2006,1.0,5,84000,0.0,0.364944,0.635056,0.0,12184124.0,144.5,441.94,5.26,1.1904761904761905e-05
NonResidential,Retail Store,DOWNTOWN,1991,1.0,3,103000,0.0,0.813701,0.186299,0.0,5214621.5,50.59999847,81.18,0.79,9.70873786407767e-06
NonResidential,Supermarket / Grocery Store,SOUTHWEST,2008,1.0,1,37864,0.0,0.673786,0.326214,0.0,8025696.0,212.0,176.75,4.67,2.6410310585252483e-05
NonResidential,Supermarket / Grocery Store,EAST,1950,1.0,2,66497,0.0,0.983078,0.016921,0.0,9290214.0,139.6999969,72.02,1.08,1.5038272403266313e-05
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,2006,1.0,4,34010,0.0,1.0,0.0,0.0,3560614.25,92.69999695,24.82,0.73,2.940311673037342e-05
NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,2006,1.0,4,45980,0.0,0.646486,0.353514,0.0,8305255.0,180.6000061,193.36,4.21,2.174858634188778e-05
NonResidential,Retail Store,EAST,1996,0.0,3,45743,0.0,0.810704,0.189296,0.0,5313217.0,117.4000015,83.45,1.82,2.1861268390792033e-05
NonResidential,Other,CENTRAL,1991,1.0,1,45000,0.0,0.299999,0.700001,0.0,3505497.0,77.90000153,137.66,3.06,2.2222222222222223e-05
NonResidential,Other,GREATER DUWAMISH,1999,1.0,6,333698,0.0,0.684763,0.315237,0.0,13730204.0,41.09999847,295.42,0.89,2.9967215865842768e-06
NonResidential,Warehouse,GREATER DUWAMISH,1904,1.0,4,72859,0.0,0.971322,0.028678,0.0,1498457.875,20.60000038,12.43,0.17,1.3725140339559972e-05
NonResidential,Mixed Use Property,GREATER DUWAMISH,2004,1.0,3,21947,0.0,0.623692,0.376308,0.0,1554599.25,57.79999924,37.83,1.72,4.556431402925229e-05
NonResidential,Warehouse,NORTHEAST,1940,1.0,0,384772,0.0,0.59282,0.40718,0.0,15206762.0,36.70000076,391.7,1.02,2.598941710935307e-06
NonResidential,Medical Office,NORTHEAST,1960,1.0,0,30287,0.0,0.827775,0.172225,0.0,2193115.0,78.19999695,32.72,1.08,3.301746623964077e-05
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1960,1.0,0,21931,0.0,0.354324,0.645676,0.0,3947209.25,124.0,145.11,6.62,4.5597555970999955e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1985,1.0,6,73102,0.0,1.0,0.0,0.0,4307238.5,46.5,30.03,0.41,1.3679516292303905e-05
NonResidential,Mixed Use Property,EAST,1916,1.0,2,140823,0.421813,0.924749,0.075251,0.0,2762846.0,19.70000076,28.85,0.2,7.101112744367042e-06
Nonresidential COS,Mixed Use Property,GREATER DUWAMISH,1966,5.0,1,87458,0.0,0.459023,0.540977,0.0,8475238.0,96.90000153,270.63,3.09,1.1434059777264516e-05
