BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,surface_inverse
NonResidential,Other,NORTHWEST,1986,1.0,1,33392,0.0,1.0,0.0,0.0,2786648.75,83.5,19.43,0.58,2.994729276473407e-05
NonResidential,Supermarket / Grocery Store,NORTHWEST,1986,0.0,1,45155,0.0,0.635951,0.364049,0.0,6674179.5,147.8000031,158.63,3.51,2.2145941756173183e-05
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,1,32000,0.0,0.737011,0.262989,0.0,2186148.5,68.19999695,41.77,1.31,3.125e-05
NonResidential,Warehouse,GREATER DUWAMISH,1970,1.0,1,44000,0.0,0.266853,0.733147,0.0,4302455.5,94.69999695,175.53,3.99,2.2727272727272726e-05
NonResidential,Warehouse,GREATER DUWAMISH,1973,1.0,1,36000,0.0,0.178348,0.821652,0.0,2771820.5,77.0,124.4,3.46,2.777777777777778e-05
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,31360,0.0,0.461476,0.538524,0.0,1356972.25,43.59999847,43.18,1.38,3.188775510204082e-05
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,33320,0.0,0.551135,0.448865,0.0,2339234.0,70.0,64.75,1.94,3.001200480192077e-05
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,48020,0.0,0.611109,0.388891,0.0,2373568.25,49.70000076,59.14,1.23,2.0824656393169513e-05
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,27420,0.0,0.431629,0.568371,0.0,1176342.25,42.20000076,39.05,1.42,3.646973012399708e-05
NonResidential,K-12 School,NORTHEAST,1949,1.0,2,43645,0.0,0.252625,0.747376,0.0,2053956.375,55.5,85.15,1.95,2.2912131973880168e-05
NonResidential,Retail Store,NORTHEAST,1952,1.0,1,26853,0.0,0.818648,0.181352,0.0,1399062.75,68.69999695,21.46,0.8,3.7239786988418424e-05
NonResidential,Other,GREATER DUWAMISH,1909,1.0,4,44775,0.0,0.469814,0.530187,0.0,950695.625,21.20000076,29.88,0.67,2.2333891680625348e-05
NonResidential,Other,GREATER DUWAMISH,1916,2.0,1,27760,0.0,0.288137,0.711863,0.0,2833624.5,75.09999847,112.82,4.06,3.602305475504323e-05
NonResidential,Other,GREATER DUWAMISH,1937,1.0,1,20975,0.0,0.747996,0.252005,0.0,347437.6875,16.70000076,6.46,0.31,4.767580452920143e-05
NonResidential,Other,GREATER DUWAMISH,1918,1.0,1,26075,0.0,0.913942,0.086059,0.0,1608508.75,61.70000076,17.6,0.67,3.835091083413231e-05
NonResidential,Warehouse,GREATER DUWAMISH,1992,1.0,1,29394,0.0,0.768119,0.231882,0.0,1486681.75,32.09999847,26.27,0.89,3.4020548411240386e-05
NonResidential,Warehouse,GREATER DUWAMISH,1926,1.0,2,20400,0.0,0.549689,0.450311,0.0,438557.0,21.5,12.17,0.6,4.901960784313725e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1926,1.0,1,20460,0.0,1.0,0.0,0.0,903541.875,44.20000076,6.3,0.31,4.887585532746823e-05
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1925,1.0,2,25821,0.0,1.000001,0.0,0.0,209698.7031,8.100000381,1.46,0.06,3.872816699585609e-05
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1955,1.0,2,21870,0.0,1.0,0.0,0.0,1074350.375,49.09999847,7.49,0.34,4.5724737082761774e-05
NonResidential,Warehouse,GREATER DUWAMISH,1988,3.0,1,51664,0.0,0.740912,0.259088,0.0,3528086.75,68.30000305,66.77,1.29,1.935583772065655e-05
NonResidential,Medical Office,DELRIDGE,1970,1.0,1,43615,0.0,0.415608,0.584392,0.0,3133849.5,71.90000153,106.35,2.44,2.2927891780350797e-05
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1970,1.0,3,36879,0.0,1.0,0.0,0.0,1144267.5,67.90000153,7.98,0.22,2.711570270343556e-05
Nonresidential COS,Other,DELRIDGE,2002,1.0,2,28531,0.0,0.576195,0.423805,0.0,3494929.5,123.5,92.7,3.25,3.50495951771757e-05
NonResidential,Warehouse,DELRIDGE,1982,1.0,2,36600,0.0,0.999999,0.0,0.0,308400.4063,7.099999905,2.15,0.06,2.73224043715847e-05
NonResidential,Mixed Use Property,SOUTHWEST,2004,1.0,5,35176,0.0,1.0,0.0,0.0,1011965.375,35.0,7.05,0.2,2.8428473959517852e-05
NonResidential,University,LAKE UNION,1940,1.0,2,41293,0.369142,0.680342,0.319658,0.0,2839882.25,68.59999847,61.68,1.49,2.4217179667255952e-05
NonResidential,Warehouse,GREATER DUWAMISH,1941,1.0,1,48890,0.0,0.515361,0.484639,0.0,2100216.5,43.0,61.6,1.26,2.045408058907752e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2000,1.0,3,43473,0.0,1.0,0.0,0.0,4416909.5,101.5999985,30.79,0.71,2.3002783336783752e-05
NonResidential,Retail Store,DELRIDGE,1990,1.0,1,40265,0.0,0.945527,0.054473,0.0,3740373.75,91.69999695,35.48,0.88,2.483546504408295e-05
NonResidential,Retail Store,DELRIDGE,2005,1.0,1,26208,0.0,0.644401,0.355599,0.0,1608884.25,49.59999847,37.61,1.44,3.8156288156288156e-05
Nonresidential COS,Other,DELRIDGE,1975,0.0,2,27227,0.0,0.379092,0.620908,0.0,8054334.0,204.8000031,286.89,10.54,3.672824769530246e-05
NonResidential,Mixed Use Property,BALLARD,1926,1.0,1,42172,0.0,0.144486,0.855514,0.0,3275779.25,77.30000305,152.14,3.61,2.3712415820923836e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1910,1.0,5,32250,0.0,0.839753,0.160246,0.0,796042.375,24.70000076,11.44,0.35,3.1007751937984497e-05
NonResidential,Retail Store,NORTHWEST,1953,1.0,1,51000,0.0,0.914472,0.085528,0.0,1298039.875,25.5,14.17,0.28,1.9607843137254903e-05
NonResidential,Mixed Use Property,GREATER DUWAMISH,1916,1.0,1,27000,0.0,1.000003,0.0,0.0,229856.4063,8.5,1.6,0.06,3.7037037037037037e-05
NonResidential,Other,GREATER DUWAMISH,1935,1.0,2,20747,0.0,0.773599,0.226401,0.0,1001964.0,48.29999924,17.45,0.84,4.8199739721405505e-05
NonResidential,Warehouse,GREATER DUWAMISH,1928,1.0,2,40800,0.0,0.412951,0.587049,0.0,817255.875,20.0,27.83,0.68,2.4509803921568626e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1920,1.0,2,20150,0.0,1.0,0.0,0.0,576174.125,28.60000038,4.02,0.2,4.9627791563275434e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,1.0,7,36000,0.0,1.0,0.0,0.0,1682454.875,53.40000153,11.73,0.33,2.777777777777778e-05
NonResidential,Warehouse,GREATER DUWAMISH,1938,1.0,2,41276,0.0,0.314139,0.685861,0.0,2502081.0,60.59999847,96.62,2.34,2.4227153793972285e-05
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1937,0.0,2,24430,0.0,0.735877,0.264123,0.0,1232822.875,50.59999847,23.62,0.97,4.0933278755628324e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1927,1.0,1,22580,0.0,0.925916,0.074084,0.0,928584.875,41.09999847,9.65,0.43,4.4286979627989374e-05
NonResidential,Warehouse,CENTRAL,1926,1.0,1,20000,0.0,0.173852,0.826148,0.0,743528.125,37.20000076,33.52,1.68,5e-05
NonResidential,Warehouse,CENTRAL,1954,1.0,1,42000,0.0,0.291824,0.708176,0.0,2070005.625,49.29999924,82.07,1.95,2.380952380952381e-05
NonResidential,Self-Storage Facility,CENTRAL,1962,1.0,1,24248,0.0,0.998038,0.001965,0.0,111969.7031,5.300000191,0.79,0.03,4.1240514681623226e-05
NonResidential,Senior Care Community,NORTH,2009,1.0,6,244500,0.0,0.575211,0.424789,0.0,11019641.0,45.09999847,292.8,1.2,4.089979550102249e-06
NonResidential,Warehouse,GREATER DUWAMISH,1932,1.0,1,24617,0.0,1.0,0.0,0.0,106918.0,4.699999809,0.75,0.03,4.06223341593208e-05
NonResidential,Other,GREATER DUWAMISH,2009,1.0,3,127065,0.666667,1.0,0.0,0.0,3245111.5,76.59999847,22.62,0.18,7.869987801518908e-06
NonResidential,Retail Store,GREATER DUWAMISH,1964,1.0,1,37247,0.0,0.427759,0.572241,0.0,1748644.5,46.90000153,58.36,1.57,2.684779982280452e-05
NonResidential,Retail Store,BALLARD,1993,1.0,1,25384,0.0,0.598278,0.401721,0.0,3027867.5,129.0,77.23,3.04,3.939489442168295e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1910,0.0,3,49052,0.0,1.0,0.0,0.0,1441445.625,34.0,10.05,0.2,2.0386528581913073e-05
NonResidential,Warehouse,GREATER DUWAMISH,1900,1.0,2,52110,0.0,0.221832,0.778168,0.0,586589.1875,18.29999924,25.15,0.48,1.9190174630589138e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1937,1.0,2,39036,0.0,0.594481,0.405519,0.0,1528295.75,37.09999847,39.25,1.01,2.5617378829798134e-05
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1923,1.0,1,26310,0.0,0.72986,0.270141,0.0,771512.6875,22.79999924,14.99,0.57,3.800836183960471e-05
NonResidential,Retail Store,SOUTHEAST,1966,1.0,1,37883,0.0,0.431054,0.568946,0.0,12434593.0,232.1999969,413.1,10.9,2.639706464641132e-05
NonResidential,K-12 School,DELRIDGE,1962,1.0,3,29874,0.0,0.227808,0.772192,0.0,1274049.75,40.59999847,54.27,1.82,3.34739238133494e-05
NonResidential,Worship Facility,MAGNOLIA / QUEEN ANNE,1965,1.0,1,20140,0.0,0.123278,0.876722,0.0,992794.6875,45.09999847,47.08,2.34,4.965243296921549e-05
NonResidential,Self-Storage Facility,NORTHWEST,1990,1.0,2,71874,0.436723,0.366887,0.633113,0.0,1242811.75,17.29999924,44.97,0.63,1.3913237053732921e-05
NonResidential,Small- and Mid-Sized Office,CENTRAL,1971,1.0,2,39953,0.0,0.748096,0.251904,0.0,1508561.875,50.09999847,28.05,0.7,2.502940955622857e-05
NonResidential,Retail Store,CENTRAL,1998,1.0,2,21200,0.0,1.0,0.0,0.0,1676426.5,79.09999847,11.69,0.55,4.7169811320754715e-05
NonResidential,Supermarket / Grocery Store,CENTRAL,1980,1.0,1,30630,0.0,1.0,0.0,0.0,6058494.0,196.0,42.24,1.38,3.26477309826967e-05
NonResidential,Retail Store,CENTRAL,1980,1.0,2,23421,0.0,1.0,0.0,0.0,1896626.375,81.0,13.22,0.56,4.269672516118014e-05
SPS-District K-12,K-12 School,BALLARD,1931,1.0,3,117116,0.0,0.180285,0.819715,0.0,5722325.5,48.90000153,256.31,2.19,8.538542983025377e-06
NonResidential,Worship Facility,BALLARD,1928,1.0,2,24120,0.0,0.385534,0.614466,0.0,893053.1875,37.0,31.54,1.31,4.145936981757877e-05
NonResidential,Worship Facility,BALLARD,1929,1.0,3,35736,0.0,0.185591,0.814409,0.0,1148202.25,32.09999847,51.15,1.43,2.7982986344302665e-05
NonResidential,Warehouse,GREATER DUWAMISH,1941,1.0,1,51050,0.0,0.652526,0.347475,0.0,1206165.75,24.39999962,27.75,0.54,1.958863858961802e-05
NonResidential,Retail Store,GREATER DUWAMISH,1954,1.0,2,21900,0.0,0.440977,0.559023,0.0,1302192.875,59.5,42.66,1.95,4.5662100456621006e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1952,1.0,1,16300,0.0,0.920164,0.079837,0.0,150167.7969,2.299999952,1.6,0.1,6.134969325153375e-05
NonResidential,Warehouse,GREATER DUWAMISH,1964,1.0,1,33462,0.0,1.0,0.0,0.0,1386445.375,41.40000153,9.67,0.29,2.9884645269260652e-05
NonResidential,Mixed Use Property,GREATER DUWAMISH,1952,1.0,1,35310,0.0,0.423769,0.576232,0.0,1331469.75,45.59999847,44.68,1.27,2.832058906825262e-05
NonResidential,Other,GREATER DUWAMISH,1962,1.0,3,36140,0.0,1.0,0.0,0.0,4653535.0,134.0,32.44,0.9,2.767017155506364e-05
NonResidential,Other,DOWNTOWN,1991,1.0,2,47963,0.445844,0.357494,0.642506,0.0,8163413.0,275.3999939,298.91,6.23,2.08494047494944e-05
NonResidential,Warehouse,DOWNTOWN,1930,1.0,1,23903,0.0,0.401452,0.598549,0.0,415364.5938,18.20000076,14.37,0.6,4.1835752834372257e-05
NonResidential,Self-Storage Facility,NORTHEAST,1947,1.0,3,22522,0.0,0.243304,0.756696,0.0,561473.875,24.89999962,23.52,1.04,4.440103010389841e-05
NonResidential,Self-Storage Facility,NORTHEAST,1996,1.0,4,38959,0.0,0.580638,0.419362,0.0,905750.375,23.20000076,23.84,0.61,2.5668009959187865e-05
NonResidential,Warehouse,GREATER DUWAMISH,1928,1.0,2,25955,0.0,1.0,0.0,0.0,1218112.0,46.90000153,8.49,0.33,3.852822192255827e-05
Campus,K-12 School,EAST,1923,1.0,4,46100,0.0,0.504134,0.244015,0.25185,2177064.75,47.20000076,78.19,1.7,2.1691973969631237e-05
NonResidential,Worship Facility,NORTHWEST,1951,1.0,2,21936,0.0,0.126504,0.873497,0.0,608755.375,27.79999924,28.78,1.31,4.5587162654996354e-05
NonResidential,Other,NORTH,1960,1.0,1,25406,0.0,0.778741,0.221259,0.0,2442220.0,96.09999847,41.96,1.65,3.936078091789341e-05
NonResidential,Small- and Mid-Sized Office,SOUTHEAST,1967,1.0,2,23250,0.0,1.0,0.0,0.0,904236.0,41.09999847,6.3,0.27,4.301075268817204e-05
NonResidential,Warehouse,GREATER DUWAMISH,1960,1.0,1,30000,0.0,0.214951,0.785049,0.0,2794837.0,93.19999695,120.72,4.02,3.3333333333333335e-05
Nonresidential COS,Warehouse,GREATER DUWAMISH,1962,1.0,1,45036,0.0,0.551957,0.448043,0.0,1791697.75,42.70000076,49.53,1.1,2.2204458655297982e-05
NonResidential,Mixed Use Property,DOWNTOWN,2009,1.0,39,1074552,0.104345,0.78223,0.21777,0.0,26416770.0,43.0,449.59,0.42,9.306203887759736e-07
NonResidential,University,MAGNOLIA / QUEEN ANNE,1959,1.0,2,122679,0.0,0.37265,0.62735,0.0,16378152.0,159.0,588.25,4.8,8.151354347524842e-06
Campus,University,MAGNOLIA / QUEEN ANNE,1945,14.0,2,537000,0.0,0.249632,0.750368,0.0,90609640.0,169.6999969,3768.66,7.02,1.8621973929236498e-06
NonResidential,Small- and Mid-Sized Office,NORTH,1980,1.0,4,23022,0.0,0.842307,0.157693,0.0,1027230.875,44.59999847,14.64,0.64,4.3436712709582136e-05
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1967,1.0,1,27263,0.0,1.0,0.0,0.0,2470642.0,90.80000305,17.22,0.63,3.667974911051608e-05
NonResidential,Warehouse,GREATER DUWAMISH,1962,1.0,1,31569,0.0,0.262722,0.737277,0.0,3064039.5,92.80000305,125.59,3.98,3.167664480978175e-05
NonResidential,Warehouse,GREATER DUWAMISH,1956,1.0,1,22509,0.0,1.000001,0.0,0.0,177812.7969,7.900000095,1.24,0.06,4.442667377493447e-05
NonResidential,Warehouse,GREATER DUWAMISH,1956,1.0,1,39984,0.0,0.407491,0.592508,0.0,1073156.375,26.79999924,36.82,0.92,2.5010004001600642e-05
NonResidential,Worship Facility,EAST,1906,1.0,1,26440,0.0,0.310284,0.689716,0.0,719905.1875,27.20000076,27.93,1.06,3.7821482602118e-05
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1956,1.0,2,28800,0.0,0.593322,0.406677,0.0,1143826.625,39.70000076,29.44,1.02,3.472222222222222e-05
NonResidential,K-12 School,CENTRAL,2009,4.0,2,28500,0.0,0.617178,0.382822,0.0,1162561.125,37.40000153,28.64,1.0,3.508771929824561e-05
NonResidential,Restaurant,LAKE UNION,1978,1.0,2,26519,0.0,0.583942,0.416058,0.0,3717064.0,140.1999969,97.27,3.67,3.770881254949282e-05
NonResidential,Mixed Use Property,LAKE UNION,1988,1.0,2,34639,0.444643,0.429073,0.570927,0.0,15480681.0,359.7000122,515.71,14.89,2.886919368342042e-05
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1921,1.0,2,26300,0.0,0.434707,0.565293,0.0,3537841.5,134.5,116.94,4.45,3.802281368821293e-05
NonResidential,Restaurant,LAKE UNION,1962,0.0,2,34072,0.0,0.404586,0.595414,0.0,6584966.5,193.3000031,226.81,6.66,2.9349612585113877e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1949,1.0,3,23355,0.0,1.0,0.0,0.0,840549.375,38.40000153,5.86,0.25,4.2817383857846286e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1965,1.0,4,30840,0.0,0.531879,0.46812,0.0,3542708.5,116.4000015,101.21,3.28,3.2425421530479896e-05
NonResidential,Other,NORTHEAST,1946,1.0,1,20332,0.0,0.544782,0.455219,0.0,392683.6875,19.29999924,10.99,0.54,4.918355301987015e-05
NonResidential,Worship Facility,CENTRAL,1900,1.0,1,21850,0.0,0.258205,0.741794,0.0,317794.4063,14.5,13.09,0.6,4.576659038901602e-05
NonResidential,Mixed Use Property,NORTHEAST,1997,1.0,4,32282,0.216374,0.611948,0.388052,0.0,1391714.25,55.0,34.62,1.07,3.0977015054829316e-05
NonResidential,Large Office,DOWNTOWN,1983,1.0,13,307557,0.270077,1.0,0.0,0.0,9512829.0,40.79999924,66.32,0.22,3.251429816261701e-06
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,1918,1.0,2,28309,0.0,0.554209,0.445791,0.0,430308.9063,15.19999981,11.85,0.42,3.532445512027977e-05
NonResidential,Hotel,DOWNTOWN,1914,1.0,4,45500,0.0,0.382038,0.281791,0.33617,2799595.0,61.5,122.0,2.68,2.1978021978021977e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,5,38376,0.0,1.0,0.0,0.0,2058532.875,65.0,14.35,0.37,2.605795288722118e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,4,42804,0.0,0.498165,0.501835,0.0,1544501.75,50.29999924,46.53,1.09,2.3362302588543127e-05
NonResidential,Mixed Use Property,DOWNTOWN,2005,0.0,5,57600,0.0,0.45791,0.54209,0.0,6983736.0,138.0,223.36,3.88,1.736111111111111e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,4,33300,0.0,0.835344,0.164656,0.0,1287497.375,38.70000076,18.76,0.56,3.003003003003003e-05
NonResidential,Other,DOWNTOWN,1900,1.0,3,22200,0.0,0.341481,0.658521,0.0,188745.7031,8.5,7.05,0.32,4.5045045045045046e-05
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1968,1.0,2,29498,0.0,0.863298,0.136702,0.0,3768900.5,130.3999939,50.05,1.7,3.390060343074107e-05
NonResidential,Warehouse,LAKE UNION,1938,1.0,1,23050,0.0,1.000001,0.0,0.0,466672.6875,20.20000076,3.25,0.14,4.3383947939262474e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2008,1.0,4,48350,0.0,1.0,0.0,0.0,3168131.0,72.19999695,22.09,0.46,2.0682523267838676e-05
NonResidential,Retail Store,NORTHEAST,1930,1.0,1,46059,0.0,0.868208,0.131792,0.0,1582655.875,34.40000153,20.66,0.45,2.1711283353959053e-05
NonResidential,Medical Office,NORTHEAST,1970,1.0,2,23595,0.0,0.977969,0.022032,0.0,817409.625,34.59999847,6.53,0.28,4.238186056367875e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,3,28142,0.0,0.488847,0.109056,0.402097,847097.8125,30.10000038,34.08,1.21,3.5534077180015636e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,3,28760,0.0,0.218733,0.589846,0.191421,2615973.5,107.5,124.59,4.33,3.4770514603616136e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1902,1.0,4,39030,0.0,0.735066,0.264935,0.0,713326.875,18.39999962,13.69,0.35,2.5621316935690495e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1909,0.0,3,47215,0.0,0.763405,0.47394,0.0,2092696.0,45.5,63.81,1.35,2.117970983797522e-05
Nonresidential COS,Other,EAST,1926,1.0,2,61580,0.438454,0.792259,0.207741,0.0,4199443.0,115.8000031,69.53,1.13,1.6239038648911984e-05
NonResidential,Small- and Mid-Sized Office,EAST,1917,1.0,3,30720,0.0,0.72174,0.27826,0.0,1288669.5,41.90000153,25.53,0.83,3.255208333333333e-05
NonResidential,Mixed Use Property,EAST,1916,1.0,2,20640,0.0,0.999999,0.0,0.0,412562.4063,19.29999924,2.88,0.14,4.8449612403100775e-05
NonResidential,Mixed Use Property,EAST,1912,1.0,2,34914,0.0,1.0,0.0,0.0,1333289.625,42.40000153,9.29,0.27,2.8641805579423727e-05
NonResidential,Small- and Mid-Sized Office,EAST,1906,1.0,3,20897,0.0,0.751606,0.248394,0.0,964923.8125,56.59999847,17.79,0.85,4.78537589127626e-05
NonResidential,Retail Store,EAST,1916,1.0,2,36940,0.0,0.999999,0.0,0.0,336745.4063,9.100000381,2.35,0.06,2.7070925825663238e-05
NonResidential,Small- and Mid-Sized Office,EAST,1913,1.0,3,22866,0.0,0.760997,0.239003,0.0,1153690.125,50.5,20.76,0.91,4.3733053441791306e-05
NonResidential,Retail Store,EAST,1920,1.0,1,30240,0.0,0.839269,0.160731,0.0,1264626.875,38.40000153,18.19,0.6,3.306878306878307e-05
NonResidential,Other,NORTHEAST,1962,1.0,2,28586,0.0,1.0,0.0,0.0,5078204.0,187.8999939,35.4,1.24,3.498215909885958e-05
NonResidential,Hotel,DOWNTOWN,1908,1.0,3,28800,0.0,0.262318,0.737682,0.0,4644346.0,161.3000031,190.45,6.61,3.472222222222222e-05
NonResidential,Restaurant,DOWNTOWN,1913,1.0,3,28800,0.0,0.447712,0.552288,0.0,899924.1875,31.20000076,29.21,1.01,3.472222222222222e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1979,1.0,3,35202,0.0,1.0,0.0,0.0,3605755.5,108.0999985,25.14,0.71,2.840747684790637e-05
NonResidential,Senior Care Community,EAST,1969,1.0,6,95117,0.27421,0.598017,0.401983,0.0,7202141.5,104.3000031,183.79,1.93,1.0513367747090425e-05
NonResidential,Worship Facility,EAST,1910,1.0,2,24600,0.0,0.780259,0.219743,0.0,331059.5,13.5,5.66,0.23,4.065040650406504e-05
NonResidential,Worship Facility,EAST,1900,1.0,1,48850,0.0,0.225602,0.007411,0.766987,1063480.5,28.89999962,65.05,1.33,2.0470829068577278e-05
NonResidential,Hospital,SOUTHWEST,1961,0.0,3,54863,0.0,1.0,0.0,0.0,2037720.625,18.60000038,14.21,0.26,1.8227220531141207e-05
NonResidential,Warehouse,GREATER DUWAMISH,1964,1.0,1,25000,0.0,0.43317,0.56683,0.0,1989103.875,79.59999847,65.89,2.64,4e-05
NonResidential,Warehouse,GREATER DUWAMISH,1960,1.0,1,25000,0.0,0.500804,0.499195,0.0,287132.5,11.5,8.61,0.34,4e-05
NonResidential,Other,GREATER DUWAMISH,1927,1.0,1,22622,0.0,0.4075,0.5925,0.0,774075.6875,33.70000076,26.56,1.17,4.420475643179206e-05
NonResidential,Small- and Mid-Sized Office,EAST,1917,1.0,3,27544,0.0,0.785248,0.214752,0.0,1031667.5,46.09999847,17.41,0.63,3.6305547487656114e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1989,1.0,7,47415,0.0,1.0,0.0,0.0,1478979.25,43.40000153,10.31,0.22,2.1090372245070126e-05
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1961,1.0,3,22960,0.0,0.239229,0.760771,0.0,2266983.0,98.69999695,95.38,4.15,4.3554006968641115e-05
NonResidential,Supermarket / Grocery Store,EAST,1998,1.0,1,44739,0.0,0.567011,0.432989,0.0,14585813.0,326.0,393.07,8.79,2.2351863027783366e-05
NonResidential,Mixed Use Property,NORTHEAST,1948,1.0,1,22778,0.0,0.090813,0.909187,0.0,2470566.0,56.5,120.86,5.31,4.390201071209061e-05
NonResidential,Worship Facility,BALLARD,1956,1.0,2,21562,0.0,0.218953,0.781047,0.0,866806.0,40.40000153,37.28,1.73,4.637788702346721e-05
NonResidential,Other,CENTRAL,1959,1.0,1,25753,0.0,0.168012,0.831987,0.0,1378130.25,53.5,62.51,2.43,3.8830427523007026e-05
NonResidential,Other,EAST,1928,1.0,3,71280,0.0,0.330663,0.669337,0.0,22767828.0,319.3999939,861.85,12.09,1.4029180695847363e-05
NonResidential,Senior Care Community,EAST,1963,1.0,16,153312,0.0,0.318336,0.681664,0.0,20628680.0,93.0,792.6,5.17,6.522646629096222e-06
NonResidential,Mixed Use Property,DOWNTOWN,2009,1.0,19,1206670,0.167284,0.843195,0.156805,0.0,27684480.0,54.59999847,393.29,0.33,8.287269924668716e-07
NonResidential,Worship Facility,SOUTHEAST,1968,1.0,1,24200,0.0,0.564236,0.435764,0.0,826488.6875,34.20000076,22.38,0.92,4.132231404958678e-05
NonResidential,Residence Hall,MAGNOLIA / QUEEN ANNE,1981,1.0,4,23513,0.094033,0.531119,0.468881,0.0,1740568.25,81.69999695,49.79,2.12,4.252966444094756e-05
NonResidential,Self-Storage Facility,DELRIDGE,1994,1.0,3,66610,0.0,0.514406,0.485594,0.0,640377.0,9.600000381,18.81,0.28,1.5012760846719711e-05
NonResidential,Other,GREATER DUWAMISH,1950,1.0,1,36000,0.0,0.801644,0.198356,0.0,3646053.75,103.0,58.79,1.63,2.777777777777778e-05
NonResidential,K-12 School,NORTHWEST,1938,1.0,2,23222,0.0,0.172776,0.827224,0.0,1219863.125,81.30000305,55.06,2.37,4.306261303935923e-05
NonResidential,Mixed Use Property,EAST,1924,1.0,2,24476,0.0,0.404613,0.595387,0.0,2662054.25,111.4000015,91.69,3.75,4.085634907664651e-05
NonResidential,Retail Store,EAST,1910,0.0,2,24750,0.0,0.373388,0.626612,0.0,782343.8125,34.70000076,28.07,1.13,4.0404040404040405e-05
NonResidential,K-12 School,EAST,1904,1.0,3,60000,0.0,0.423956,0.576044,0.0,3625407.5,74.30000305,121.63,2.03,1.6666666666666667e-05
NonResidential,Other,EAST,1954,1.0,2,46560,0.0,0.607788,0.392212,0.0,690557.6875,14.80000019,17.31,0.37,2.147766323024055e-05
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1980,1.0,3,30408,0.0,1.0,0.0,0.0,1440554.25,57.59999847,10.04,0.33,3.288608260983952e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1920,1.0,3,30109,0.0,0.647863,0.352137,0.0,1465795.75,51.59999847,34.03,1.13,3.3212660666245974e-05
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1960,1.0,2,25481,0.0,0.239113,0.760886,0.0,917100.3125,36.0,38.59,1.51,3.924492759310859e-05
NonResidential,Senior Care Community,SOUTHEAST,1967,1.0,1,141297,0.0,0.349985,0.650015,0.0,19423344.0,137.5,717.93,5.08,7.077291096060072e-06
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1912,1.0,2,27788,0.0,0.783073,0.216926,0.0,2119806.25,56.59999847,35.99,1.3,3.5986756873470565e-05
NonResidential,Hotel,NORTHWEST,1990,1.0,4,41704,0.205832,0.498581,0.501418,0.0,1943899.25,46.59999847,58.52,1.4,2.39785152503357e-05
NonResidential,Warehouse,GREATER DUWAMISH,1941,1.0,2,22324,0.0,0.329279,0.670721,0.0,588856.125,28.0,22.33,1.0,4.479483963447411e-05
